side leg raises,1,0
calf raises,0,0
single leg calf raises,1,0
side to side lunges,0,0
jump squat,0,0
forward lunges,1,0
reverse lunges,1,0
lunge step ups,1,0
squats,0,0
wall sits,0,0
clam,1,0
backwards clam,1,0
side jack knives,1,0
single leg bridge raises,1,0
fire hydrant,1,0
donkey kicks,1,0
donkey whips,1,0
pistol squats,1,1
jump knee tucks,0,1
squat pulses,0,1
